,input_size,channels,pool_size,stride,runtime
6058,387,383,1,2,
6059,211,453,2,1,2.6221909523
6060,435,153,1,1,
6061,242,44,1,2,
6062,105,74,3,1,
6063,169,98,3,1,
6064,180,112,1,2,
6065,205,126,3,2,0.284806996584
6066,214,58,2,2,0.0856826677918
6067,9,354,3,2,0.00198199995793
6068,425,169,3,1,
6069,398,349,2,1,
6070,427,146,2,2,
6071,103,11,2,2,
6072,373,292,2,2,
6073,386,245,3,1,
6074,30,412,3,1,
6075,322,339,2,2,
6076,250,486,3,1,
6077,360,243,3,1,
6078,38,166,1,1,
6079,358,2,1,1,0.0198389999568
6080,290,477,3,2,
6081,369,438,2,2,
6082,121,111,3,1,
6083,248,165,3,2,
6084,181,427,2,2,
6085,272,26,1,2,
6086,269,92,1,2,
6087,195,208,3,2,0.417951017618
6088,263,339,2,1,
6089,359,65,1,1,
6090,193,375,1,2,0.282627314329
6091,370,249,1,1,
6092,317,282,1,2,
6093,73,107,3,2,
6094,289,376,1,2,
6095,362,225,1,2,
6096,175,377,3,2,
6097,406,341,1,1,
6098,444,226,1,1,
6099,24,174,2,2,
6100,101,446,1,1,
6101,329,291,3,2,
6102,446,84,3,1,
6103,59,473,3,2,
6104,215,28,3,2,0.0699346661568
6105,66,491,1,1,
6106,7,362,1,2,0.000421333359554
6107,346,117,2,2,
6108,324,256,1,1,
6109,352,477,1,1,
6110,420,147,1,1,
6111,435,468,2,2,
6112,372,337,3,2,
6113,40,360,1,2,
6114,91,267,1,1,
6115,186,252,3,2,
6116,133,360,1,2,
6117,96,359,3,1,
6118,346,437,3,2,
6119,262,451,2,1,
6120,11,149,3,1,0.00368699990213
6121,345,472,3,2,
6122,63,9,1,2,0.000645666674245
6123,11,507,1,2,0.00152199994773
6124,348,141,2,2,
6125,120,1,2,2,0.000467999983812
6126,355,16,3,1,
6127,206,491,1,1,1.62214958668
6128,179,342,1,2,
6129,307,323,1,2,
6130,294,473,2,1,
6131,416,420,1,1,
6132,129,131,2,1,
6133,215,334,3,1,3.26208233833
6134,266,459,3,2,
6135,412,435,3,1,
6136,428,199,1,1,
6137,286,410,1,2,
6138,281,501,3,1,
6139,2,126,2,2,3.79999983124e-05
6140,396,269,1,1,
6141,58,197,2,1,
6142,422,481,1,2,
6143,263,107,1,2,
6144,36,155,3,2,
6145,141,230,3,2,
6146,250,180,3,2,
6147,423,39,2,1,
6148,445,414,1,1,
6149,198,479,3,2,1.00042331219
6150,93,264,2,1,
6151,380,150,2,1,
6152,266,81,1,1,
6153,312,228,3,1,
6154,104,272,2,1,
6155,153,475,1,1,
6156,235,155,2,2,
6157,249,339,1,1,
6158,317,167,2,2,
6159,329,159,2,1,
6160,352,22,3,2,
6161,86,265,3,1,
6162,4,325,2,2,0.000202666677069
6163,305,96,1,1,
6164,76,193,3,1,
6165,163,143,1,2,
6166,338,160,2,1,
6167,236,344,1,2,
6168,248,107,2,1,
6169,375,141,3,2,
6170,15,424,3,1,
6171,271,113,3,2,
6172,406,232,1,1,
6173,17,291,1,1,
6174,75,310,1,2,
6175,79,476,1,1,
6176,396,72,3,1,
6177,5,406,1,1,0.000745333323721
6178,94,469,3,2,
6179,257,213,3,2,
6180,356,91,2,2,
6181,45,442,2,1,
6182,136,29,1,2,
6183,395,17,3,2,
6184,447,373,1,1,
6185,145,478,1,1,
6186,364,179,3,2,
6187,84,336,1,2,
6188,319,132,2,1,
6189,119,454,1,1,
6190,144,207,2,2,
6191,346,93,3,2,
6192,226,104,2,1,
6193,423,94,3,2,
6194,11,253,1,2,0.000629666668829
6195,366,403,3,2,
6196,175,1,1,2,0.000581333355512
6197,77,281,1,2,
6198,57,222,1,1,
6199,20,452,2,1,
6200,107,267,2,1,
6201,284,503,3,2,
6202,14,319,1,2,0.00114233337808
6203,171,320,3,1,
6204,446,51,2,1,
6205,343,192,1,2,
6206,155,265,1,1,
6207,38,274,1,1,
6208,333,376,3,2,
6209,353,42,1,2,
6210,5,462,1,2,0.000329666654579
6211,366,72,1,2,
6212,52,509,1,2,
6213,397,196,3,2,
6214,244,332,2,2,
6215,158,250,2,1,
6216,341,229,1,1,
6217,214,502,2,1,2.94915676117
6218,377,42,2,1,
6219,182,77,2,1,
6220,243,80,2,2,
6221,420,171,1,2,
6222,228,60,1,1,
6223,45,305,2,1,
6224,5,26,2,1,9.56666699494e-05
6225,288,77,3,2,
6226,184,82,3,1,
6227,410,105,3,1,
6228,232,228,2,1,
6229,217,381,2,1,2.31647992134
6230,330,436,1,2,
6231,235,440,1,2,
6232,76,41,2,2,
6233,322,5,3,1,
6234,401,445,3,1,
6235,79,287,1,1,
6236,101,26,3,2,
6237,348,187,1,1,
6238,246,284,2,2,
6239,189,478,1,1,
6240,191,47,1,2,
6241,412,401,1,2,
6242,131,406,3,2,
6243,445,113,3,2,
6244,433,263,1,2,
6245,331,5,1,2,0.0103116668761
6246,441,332,1,2,
6247,87,302,2,2,
6248,372,218,2,1,
6249,193,229,2,2,0.28190267086
6250,314,272,1,1,
6251,336,39,1,1,
6252,319,416,1,2,
6253,402,222,2,2,
6254,223,138,2,1,
6255,95,263,3,2,
6256,400,457,1,1,
6257,186,77,3,2,
6258,147,216,1,2,
6259,437,493,2,1,
6260,230,355,3,2,
6261,92,326,1,1,
6262,219,392,1,2,0.37926864624
6263,365,252,2,2,
6264,370,449,3,2,
6265,447,206,3,2,
6266,197,203,1,2,0.176053330302
6267,24,249,2,1,
6268,142,42,3,2,
6269,125,470,1,2,
6270,59,94,2,1,
6271,289,510,3,2,
6272,123,313,2,1,
6273,10,426,1,1,0.003379000118
6274,196,18,3,1,0.163954004645
6275,138,207,3,2,
6276,284,157,2,1,
6277,429,100,1,2,
6278,403,242,3,2,
6279,185,191,1,1,
6280,160,365,2,1,
6281,184,239,2,2,
6282,191,217,3,1,
6283,401,157,2,2,
6284,199,451,2,2,0.613563656807
6285,295,141,1,1,
6286,255,225,2,1,
6287,424,443,2,1,
6288,256,392,2,1,
6289,219,172,3,1,1.73708999157
6290,436,98,3,1,
6291,43,367,2,1,
6292,118,499,1,2,
6293,227,318,1,1,
6294,287,115,3,1,
6295,342,7,3,1,0.201757669449
6296,388,54,3,1,
6297,63,283,1,1,
6298,72,352,1,2,
6299,277,321,2,2,
6300,71,426,2,1,
6301,19,23,2,1,0.000964000064414
6302,443,341,3,1,
6303,356,88,1,2,
6304,294,435,2,1,
6305,283,310,3,1,
6306,5,213,3,1,0.00120166677516
6307,113,265,3,1,
6308,272,391,3,2,
6309,168,439,1,1,
6310,195,359,3,2,0.728173315525
6311,53,102,3,2,
6312,77,407,2,1,
6313,143,47,3,1,
6314,142,289,2,2,
6315,277,511,3,2,
6316,135,479,1,1,
6317,336,376,1,2,
6318,245,177,2,1,
6319,68,202,3,1,
6320,273,19,2,2,
6321,221,176,3,1,1.81170654297
6322,30,309,2,1,
6323,67,199,2,2,
6324,83,363,3,1,
6325,74,136,3,2,
6326,373,227,1,1,
6327,82,233,3,1,
6328,404,215,3,1,
6329,189,419,3,1,
6330,113,179,2,2,
6331,309,506,3,1,
6332,96,322,2,1,
6333,373,161,2,2,
6334,210,395,1,2,0.339953333139
6335,386,199,3,2,
6336,310,213,1,2,
6337,290,413,2,1,
6338,255,179,2,2,
6339,379,64,2,2,
6340,228,94,1,1,
6341,427,75,2,2,
6342,138,178,3,2,
6343,279,399,1,1,
6344,320,238,1,2,
6345,64,424,3,2,
6346,157,499,2,2,
6347,315,108,1,2,
6348,377,61,3,2,
6349,301,131,1,1,
6350,262,382,2,2,
6351,215,12,2,1,0.0790703371167
6352,141,332,2,2,
6353,200,263,1,1,0.814489364624
6354,334,280,2,2,
6355,212,256,1,1,0.892738044262
6356,261,258,1,1,
6357,99,323,3,2,
6358,118,183,2,1,
6359,445,380,3,2,
6360,300,230,2,1,
6361,258,500,2,1,
6362,11,141,1,1,0.00122099998407
6363,57,66,1,1,
6364,355,148,1,2,
6365,97,242,1,1,
6366,98,128,1,2,
6367,339,194,1,1,
6368,287,203,1,1,
6369,181,60,3,2,
6370,23,136,3,2,0.00424566632137
6371,372,351,3,1,
6372,11,482,1,1,0.00456766691059
6373,324,337,2,1,
6374,408,328,1,1,
6375,81,428,3,2,
6376,420,105,1,1,
6377,66,482,2,1,
6378,392,345,3,1,
6379,234,329,3,1,
6380,408,257,2,2,
6381,443,509,3,2,
6382,265,495,3,2,
6383,394,248,1,1,
6384,171,361,1,2,
6385,244,87,1,1,
6386,388,156,1,2,
6387,119,46,2,2,
6388,303,212,3,2,
6389,156,334,2,1,
6390,416,403,2,2,
6391,279,426,2,2,
6392,141,244,1,2,
6393,138,122,1,1,
6394,255,76,2,2,
6395,260,165,3,1,
6396,110,89,3,1,
6397,38,387,3,1,
6398,414,163,2,2,
6399,319,49,3,1,
6400,441,233,3,2,
6401,206,144,3,2,0.326657325029
6402,381,425,3,2,
6403,340,48,1,1,
6404,130,393,2,1,
6405,36,50,2,1,0.00877466704696
6406,407,91,3,2,
6407,242,5,2,2,
6408,309,170,3,1,
6409,428,299,3,2,
6410,429,97,2,2,
6411,322,372,3,2,
6412,262,473,2,1,
6413,144,105,2,2,
6414,326,490,1,2,
6415,293,443,3,2,
6416,83,271,3,1,
6417,92,90,1,1,
6418,207,14,3,2,0.0311936680228
6419,164,277,3,2,
6420,24,208,3,1,
6421,43,402,1,2,
6422,278,267,1,2,
6423,90,334,2,1,
6424,181,225,3,2,
6425,73,404,1,1,
6426,137,314,1,1,
6427,402,35,1,2,
6428,347,240,3,2,
6429,145,151,2,2,
6430,348,51,3,1,
6431,30,96,1,2,
6432,216,248,2,2,0.377905994654
6433,242,249,1,1,
6434,442,218,3,1,
6435,426,150,2,2,
6436,10,283,1,2,0.000564999936614
6437,366,356,2,1,
6438,248,188,2,2,
6439,398,506,1,1,
6440,406,9,2,2,0.0623886696994
6441,317,207,3,1,
6442,279,57,1,1,
6443,130,113,2,2,
6444,108,100,2,1,
6445,366,349,2,1,
6446,170,145,2,1,
6447,186,369,1,2,
6448,219,40,3,1,0.398875683546
6449,215,80,2,2,0.127173677087
6450,396,71,1,1,
6451,73,207,2,2,
6452,222,274,2,1,1.7358789444
6453,156,224,1,1,
6454,190,214,2,2,
6455,439,339,3,2,
6456,435,106,3,2,
6457,245,176,2,1,
6458,439,277,2,1,
6459,381,65,3,1,
6460,419,126,1,1,
6461,246,423,3,2,
6462,298,67,3,1,
6463,351,390,2,2,
6464,413,419,3,1,
6465,130,429,2,2,
6466,231,104,2,1,
6467,446,51,3,1,
6468,227,390,3,2,
6469,84,213,1,1,
6470,275,292,2,1,
6471,207,454,1,2,0.385840326548
6472,205,121,2,1,0.672345936298
6473,52,495,1,2,
6474,242,362,1,2,
6475,349,254,2,2,
6476,248,196,2,2,
6477,218,261,1,2,0.248733654618
6478,189,32,2,1,
6479,244,358,2,1,
6480,325,452,1,2,
6481,61,41,2,2,
6482,8,245,1,1,0.0010946666589
6483,241,357,3,2,
6484,363,349,1,2,
6485,232,369,2,1,
6486,349,433,2,2,
6487,430,265,2,2,
6488,22,508,1,2,
6489,235,94,1,1,
6490,308,25,2,1,
6491,49,322,3,1,
6492,109,244,1,2,
6493,280,427,3,1,
6494,42,167,3,2,
6495,331,483,1,1,
6496,29,1,3,1,0.00018966665084
6497,18,195,2,1,
6498,266,352,1,1,
6499,355,495,1,1,
6500,289,341,2,1,
6501,336,489,1,1,
6502,364,408,1,1,
6503,325,211,1,2,
6504,347,401,1,2,
6505,127,69,2,1,
6506,340,204,2,2,
6507,152,160,2,2,
6508,361,71,3,1,
6509,82,24,3,1,
6510,280,247,2,1,
6511,417,116,2,2,
6512,369,456,1,2,
6513,403,312,3,1,
6514,430,325,1,1,
6515,165,178,2,1,
6516,42,190,1,1,
6517,130,289,3,2,
6518,6,421,3,1,0.00318466685712
6519,237,127,3,1,
6520,71,150,1,1,
6521,34,466,2,2,
6522,416,500,3,2,
6523,131,96,1,1,
6524,443,69,3,1,
6525,343,330,3,2,
6526,160,259,1,1,
6527,145,83,1,2,
6528,144,424,1,2,
6529,141,146,2,1,
6530,81,501,3,2,
6531,38,239,1,2,
6532,212,207,1,2,0.203665673733
6533,142,87,3,2,
6534,257,24,2,2,
6535,132,313,2,2,
6536,444,74,3,2,
6537,215,256,2,2,0.381169319153
6538,22,93,1,1,0.00326833338477
6539,385,218,3,2,
6540,380,29,1,1,
6541,399,469,2,2,
6542,158,310,2,1,
6543,276,373,2,1,
6544,94,173,1,2,
6545,93,303,2,2,
6546,199,77,3,2,0.190388679504
6547,154,294,1,2,
6548,172,98,2,1,
6549,446,284,3,2,
6550,278,198,2,1,
6551,220,2,1,1,0.00748666701838
6552,70,109,1,2,
6553,275,446,3,1,
6554,43,400,3,1,
6555,272,2,1,2,0.0029196664691
6556,67,468,3,2,
6557,181,384,3,1,
6558,2,445,2,1,0.0002496666566
6559,94,283,3,2,
6560,365,406,1,2,
6561,181,500,1,2,
6562,145,484,3,1,
6563,444,257,1,2,
6564,220,155,2,1,0.95211237669
6565,445,341,1,2,
6566,142,511,3,2,
6567,226,88,2,1,
6568,377,91,2,2,
6569,106,446,2,2,
6570,290,502,2,2,
6571,69,213,3,2,
6572,328,116,1,2,
6573,112,434,1,2,
6574,186,165,2,2,
6575,66,136,2,1,
6576,63,91,1,2,
6577,400,373,3,1,
6578,429,244,1,1,
6579,33,370,2,1,
6580,188,323,2,1,
6581,174,294,1,1,
6582,237,226,2,1,
6583,173,154,3,1,
6584,359,487,3,1,
6585,373,388,3,2,
6586,257,192,1,2,
6587,58,177,3,1,
6588,28,190,2,2,
6589,106,405,2,1,
6590,310,179,2,2,
6591,336,26,3,2,
6592,251,418,1,2,
6593,179,177,3,1,
6594,251,56,3,1,
6595,13,2,3,1,8.56666592881e-05
6596,160,6,3,2,
6597,443,8,1,2,0.0340793319046
6598,240,262,1,1,
6599,358,112,2,1,
6600,199,179,3,1,1.48256111145
6601,302,507,3,2,
6602,239,214,1,1,
6603,329,25,2,1,
6604,223,258,2,2,
6605,13,248,2,2,0.00152233336121
6606,189,112,3,1,
6607,268,13,1,1,
6608,92,421,3,2,
6609,83,219,1,1,
6610,123,273,1,1,
6611,324,342,3,1,
6612,382,139,1,2,
6613,406,279,1,1,
6614,348,485,1,1,
6615,256,24,3,2,
6616,431,108,1,1,
6617,45,276,3,1,
6618,159,163,1,2,
6619,258,492,3,1,
6620,276,146,3,2,
6621,52,258,1,2,
6622,166,286,2,2,
6623,437,368,1,2,
6624,257,81,3,2,
6625,317,286,2,2,
6626,29,385,2,2,
6627,273,94,2,2,
6628,400,122,3,2,
6629,173,364,1,2,
6630,254,276,3,2,
6631,264,336,2,1,
6632,60,312,3,1,
6633,391,417,1,1,
6634,74,83,2,2,
6635,68,120,1,2,
6636,334,286,1,1,
6637,128,395,3,1,
6638,242,436,2,2,
6639,263,175,1,2,
6640,257,296,3,1,
6641,86,443,1,2,
6642,241,25,2,1,
6643,80,192,1,1,
6644,198,492,1,2,0.395907014608
6645,223,171,3,2,
6646,269,466,2,1,
6647,274,167,3,1,
6648,99,197,2,2,
6649,324,132,2,2,
6650,286,231,1,1,
6651,159,378,3,1,
6652,366,119,2,2,
6653,242,481,1,2,
6654,334,330,1,2,
6655,415,370,2,2,
6656,110,38,2,2,
6657,131,167,1,1,
6658,351,331,1,1,
6659,128,285,3,2,
6660,224,377,3,1,
6661,89,352,2,2,
6662,379,2,1,1,0.0220563337207
6663,385,106,1,1,
6664,17,426,3,2,
6665,409,122,3,1,
6666,20,186,2,2,
6667,322,16,3,1,
6668,12,383,2,2,0.00172333326191
6669,113,440,3,1,
6670,284,196,3,1,
6671,161,121,2,1,
6672,389,170,2,1,
6673,55,317,3,2,
6674,207,67,2,1,0.373988986015
6675,324,466,2,1,
6676,309,307,3,2,
6677,164,186,3,1,
6678,273,464,3,2,
6679,151,511,1,1,
6680,397,391,1,2,
6681,1,4,3,2,1.53333330672e-05
6682,230,297,1,1,
6683,3,61,3,1,0.000124333324493
6684,42,458,3,2,
6685,244,425,2,1,
6686,3,491,2,2,0.000273999990895
6687,40,96,2,2,
6688,41,396,1,1,
6689,352,12,3,1,0.316357344389
6690,397,153,1,1,
6691,421,351,1,1,
6692,253,155,1,1,
6693,96,93,3,2,
6694,433,100,3,2,
6695,234,50,1,1,
6696,435,348,2,2,
6697,95,275,2,2,
6698,368,136,2,2,
6699,67,151,1,2,
6700,75,419,1,2,
6701,24,331,2,2,
6702,397,187,1,1,
6703,437,478,1,2,
6704,8,193,2,1,0.0021983331535
6705,252,447,2,1,
6706,423,58,2,2,
6707,418,153,2,2,
6708,153,270,1,1,
6709,302,460,1,1,
6710,88,110,1,1,
6711,228,349,3,1,
6712,87,376,3,1,
6713,384,4,2,1,0.0904519930482
6714,357,11,1,2,0.0277216676623
6715,334,448,1,2,
6716,326,422,1,2,
6717,438,308,3,1,
6718,253,17,1,2,
6719,257,266,3,1,
6720,356,116,3,2,
6721,220,360,1,2,0.352301985025
6722,325,274,1,1,
6723,236,220,1,1,
6724,357,2,1,1,0.018844999373
6725,122,108,1,2,
6726,123,72,3,2,
6727,192,50,1,1,
6728,58,213,3,2,
6729,175,16,2,2,
6730,111,335,3,1,
6731,283,191,2,2,
6732,211,403,1,2,0.375354677439
6733,447,71,2,1,
6734,321,457,3,2,
6735,108,334,3,1,
6736,277,216,1,1,
6737,409,241,2,2,
6738,405,423,1,1,
6739,386,396,2,1,
6740,335,366,3,2,
6741,7,300,3,2,0.00101266661659
6742,105,256,2,2,
6743,241,164,2,1,
6744,414,252,2,1,
6745,163,288,3,1,
6746,83,502,2,1,
6747,203,155,1,1,0.49192866683
6748,115,351,2,2,
6749,65,273,1,2,
6750,440,340,3,1,
6751,39,80,3,2,
6752,415,147,3,2,
6753,401,76,1,1,
6754,95,11,1,1,
6755,392,368,3,1,
6756,75,366,2,2,
6757,40,368,2,2,
6758,122,480,2,1,
6759,263,344,3,2,
6760,278,115,3,1,
6761,116,229,3,1,
6762,300,133,3,2,
6763,55,218,1,2,
6764,52,349,1,1,
6765,186,345,1,1,
6766,247,471,2,2,
6767,2,230,3,2,7.46666701161e-05
6768,372,386,3,1,
6769,424,383,2,1,
6770,187,475,1,2,
6771,448,196,2,1,
6772,244,4,1,1,
6773,441,11,1,2,
6774,176,268,1,1,
6775,436,95,1,2,
6776,440,394,1,1,
6777,120,308,1,2,
6778,25,241,2,2,
6779,275,211,1,1,
6780,126,350,1,1,
6781,287,112,3,2,
6782,92,188,1,1,
6783,406,236,3,2,
6784,337,305,1,2,
6785,132,417,1,1,
6786,89,477,2,1,
6787,63,138,2,2,
6788,240,498,2,2,
6789,61,307,2,2,
6790,420,200,3,2,
6791,104,311,3,2,
6792,217,311,1,1,1.14499473572
6793,201,463,2,2,0.595717668533
6794,21,280,3,1,
6795,211,267,3,1,2.50077795982
6796,69,207,1,1,
6797,257,138,1,2,
6798,429,287,2,2,
6799,236,100,2,1,
6800,222,332,2,2,0.537689983845
6801,167,243,1,1,
6802,287,309,2,1,
6803,67,393,1,2,
6804,109,368,3,2,
6805,124,56,1,2,
6806,15,363,3,1,
6807,57,334,1,1,
6808,194,502,2,2,0.629049003124
6809,145,466,3,1,
6810,354,244,3,1,
6811,29,337,1,2,
6812,415,118,1,2,
6813,121,70,3,1,
6814,303,435,3,1,
6815,361,495,2,1,
6816,301,126,3,1,
6817,410,470,1,2,
6818,380,391,2,1,
6819,362,432,1,1,
6820,37,372,2,2,
6821,1,34,3,2,2.33333339565e-05
6822,330,345,3,2,
6823,116,478,2,2,
6824,402,77,3,2,
6825,198,368,2,2,0.457376003265
6826,335,137,2,1,
6827,151,109,2,1,
6828,164,55,1,2,
6829,398,497,1,1,
6830,403,347,3,2,
6831,336,241,3,1,
6832,14,262,1,2,0.000952333386522
6833,229,201,2,2,
6834,403,236,3,1,
6835,266,316,3,2,
6836,263,453,2,1,
6837,240,464,3,2,
6838,277,439,1,1,
6839,27,334,2,2,
6840,376,340,3,2,
6841,179,5,1,2,
6842,164,127,3,1,
6843,349,499,3,2,
6844,152,391,2,2,
6845,166,167,3,2,
6846,73,171,3,2,
6847,316,357,2,2,
6848,387,54,1,2,
6849,82,359,2,2,
6850,321,145,2,1,
6851,250,367,1,1,
6852,150,180,2,1,
6853,403,342,3,1,
6854,294,271,1,2,
6855,316,163,3,2,
6856,419,379,1,2,
6857,243,212,1,1,
6858,195,59,2,2,0.0901146754622
6859,213,254,1,2,0.225360676646
6860,31,156,2,2,
6861,274,477,1,2,
6862,268,12,2,2,
6863,291,266,1,1,
6864,223,19,1,2,
6865,134,7,1,1,
6866,37,15,3,2,0.00110799993854
6867,194,372,3,2,0.758126020432
6868,122,4,2,2,0.00190566666424
6869,131,170,1,2,
6870,378,180,2,2,
6871,230,218,1,1,
6872,363,272,1,1,
6873,57,336,1,2,
6874,164,361,1,1,
6875,97,191,2,2,
6876,276,115,1,1,
6877,351,204,3,1,
6878,124,259,1,1,
6879,69,510,1,2,
6880,145,246,2,2,
6881,160,416,2,1,
6882,260,335,1,2,
6883,404,367,1,2,
6884,382,305,2,2,
6885,428,181,2,2,
6886,284,52,3,2,
6887,218,294,1,1,1.07485234737
6888,17,98,1,1,0.0020070001483
6889,326,400,1,2,
6890,418,75,1,1,
6891,431,35,1,2,
6892,105,237,2,1,
6893,337,348,3,2,
6894,1,367,3,2,0.000112333334982
6895,17,492,3,1,
6896,240,297,1,2,
6897,311,270,1,1,
6898,166,143,1,1,
6899,369,344,1,2,
6900,428,64,3,2,
6901,342,54,2,2,
6902,348,67,2,1,
6903,101,9,2,1,
6904,162,250,1,1,
6905,293,485,2,2,
6906,364,372,1,2,
6907,361,163,1,1,
6908,400,92,1,1,
6909,234,58,2,1,
6910,376,230,3,1,
6911,428,426,3,1,
6912,99,457,1,2,
6913,306,179,2,2,
6914,128,317,2,1,
6915,219,333,3,2,0.860409677029
6916,395,53,2,1,
6917,354,433,3,1,
6918,222,488,1,2,0.491400688887
6919,14,259,1,1,0.00394633365795
6920,223,185,1,1,
6921,294,181,3,1,
6922,259,220,2,1,
6923,65,337,2,1,
6924,417,72,1,2,
6925,263,502,3,2,
6926,5,390,3,1,0.00190933328122
6927,408,340,1,1,
6928,142,460,1,2,
6929,358,79,1,1,
6930,219,228,2,2,0.362316638231
6931,237,437,3,1,
6932,251,508,3,2,
6933,418,113,2,1,
6934,13,347,1,1,0.00485133333132
6935,237,234,1,1,
6936,108,114,1,1,
6937,320,335,3,1,
6938,256,39,1,1,
6939,209,437,1,1,1.44777965546
6940,214,229,3,2,0.560937643051
6941,374,308,2,2,
6942,424,164,3,2,
6943,323,185,3,2,
6944,343,83,3,2,
6945,156,502,2,1,
6946,186,496,3,2,
6947,24,288,3,1,
6948,102,24,1,1,
6949,115,461,3,1,
6950,313,333,3,1,
6951,338,210,3,1,
6952,239,287,3,1,
6953,350,474,2,1,
6954,151,58,1,2,
6955,410,274,3,2,
6956,222,379,3,1,3.96644759178
6957,11,160,3,1,0.00394266657531
6958,245,442,3,2,
6959,354,378,2,2,
6960,128,333,3,2,
6961,99,249,2,1,
6962,75,408,1,1,
6963,371,429,2,1,
6964,325,104,2,1,
6965,242,474,3,1,
6966,225,453,1,1,
6967,195,73,1,2,0.0581603348255
6968,29,352,2,1,
6969,132,456,2,2,
6970,388,439,1,2,
6971,191,425,2,2,
6972,322,211,1,1,
6973,82,255,2,1,
6974,77,21,2,1,
6975,444,391,3,2,
6976,262,279,3,2,
6977,408,487,1,1,
6978,98,464,1,1,
6979,216,374,2,1,2.24274754524
6980,25,415,1,1,
6981,343,89,1,1,
6982,263,55,2,1,
6983,373,20,3,1,
6984,78,218,3,1,
6985,239,353,2,2,
6986,52,409,3,1,
6987,304,68,2,1,
6988,90,167,1,1,
6989,88,444,3,2,
6990,238,18,2,1,
6991,127,195,3,1,
6992,183,25,2,1,
6993,321,429,1,2,
6994,151,105,1,2,
6995,300,87,3,1,
6996,27,50,1,2,0.00069266668288
6997,96,174,3,1,
6998,427,129,1,2,
6999,9,158,2,2,0.000683000020217
7000,348,436,1,1,
7001,399,233,3,1,
7002,56,39,3,1,0.0260873343796
7003,27,100,1,1,0.0052996664308
7004,85,270,3,1,
7005,123,357,3,2,
7006,198,44,3,1,0.381769984961
7007,24,91,2,1,0.00676099956036
7008,321,212,3,2,
7009,298,63,3,2,
7010,364,456,2,1,
7011,289,406,1,2,
7012,83,447,3,2,
7013,439,75,1,2,
7014,272,437,3,1,
7015,105,187,1,2,
7016,152,486,2,2,
7017,380,450,2,1,
7018,86,235,2,2,
7019,201,250,2,1,1.29183828831
7020,146,144,1,2,
7021,394,273,3,1,
7022,68,174,3,2,
7023,407,205,1,1,
7024,388,48,3,2,
7025,126,451,3,1,
7026,398,308,1,2,
7027,137,407,1,1,
7028,402,201,3,1,
7029,94,25,2,1,
7030,61,456,3,2,
7031,122,348,1,1,
7032,112,504,1,1,
7033,157,342,2,2,
7034,24,317,2,2,
7035,212,43,3,2,0.112993992865
7036,209,22,1,1,0.0743633359671
7037,434,49,1,2,
7038,142,373,3,2,
7039,21,110,3,1,0.0102373333648
7040,214,334,1,2,0.303948670626
7041,254,462,3,2,
7042,309,259,1,1,
7043,400,311,1,2,
7044,400,499,3,2,
7045,375,91,2,1,
7046,344,149,1,1,
7047,176,91,1,2,
7048,216,122,1,1,0.4590280056
7049,144,363,3,2,
7050,217,413,1,1,1.48103034496
7051,100,58,3,2,
7052,276,308,2,1,
7053,369,268,2,1,
7054,302,348,3,2,
7055,245,471,3,2,
7056,400,322,1,2,
7057,66,341,2,1,
7058,218,458,3,1,4.59314393997
7059,197,319,2,1,1.5770522356
7060,137,361,1,2,
7061,159,213,2,1,
7062,370,233,2,2,
7063,425,224,2,2,
7064,342,488,3,1,
7065,430,388,2,2,
7066,435,150,2,2,
7067,124,394,2,1,
7068,5,261,3,2,0.000536999956239
7069,269,301,1,2,
7070,364,45,1,1,
7071,280,124,1,2,
7072,183,500,2,1,
7073,64,32,1,2,0.0025963333901
7074,165,158,3,2,
7075,98,71,3,1,
7076,43,356,1,2,
7077,176,29,3,1,
7078,399,243,1,1,
7079,229,12,1,2,
7080,317,391,1,1,
7081,83,167,1,1,
7082,228,262,1,2,
7083,26,405,3,1,
7084,145,296,3,1,
7085,426,235,2,2,
7086,333,11,1,1,0.112075001001
7087,159,220,1,1,
7088,163,360,3,2,
7089,225,219,1,1,
7090,250,227,2,2,
7091,287,470,1,2,
7092,103,79,1,2,
7093,326,94,1,1,
7094,191,323,2,1,
7095,210,132,2,1,0.746178328991
7096,182,377,2,2,
7097,345,291,1,2,
7098,188,250,2,1,
7099,189,181,2,1,
7100,440,42,1,2,
7101,199,409,1,1,1.24872100353
7102,223,38,1,1,
7103,438,268,2,1,
7104,233,480,2,2,
7105,83,3,1,2,0.000368666631402
7106,143,305,2,2,
7107,91,379,1,2,
7108,293,40,1,2,
7109,347,441,1,1,
7110,299,364,3,2,
7111,162,33,3,2,
7112,47,143,2,2,
7113,63,322,2,2,
7114,262,364,3,2,
7115,194,471,3,2,0.940696001053
7116,327,228,1,1,
7117,409,510,3,1,
7118,20,459,2,1,
7119,4,52,2,2,4.53333341284e-05
7120,414,185,2,1,
7121,125,444,2,1,
7122,49,331,3,1,
7123,322,132,3,2,
7124,81,435,2,2,
7125,111,419,3,2,
7126,412,309,2,2,
7127,147,124,1,1,
7128,445,431,2,2,
7129,430,311,2,1,
7130,394,409,2,1,
7131,353,47,3,1,
7132,105,22,1,1,
7133,87,151,1,2,
7134,67,140,1,2,
7135,415,496,2,1,
7136,415,272,3,1,
7137,99,294,3,1,
7138,388,221,2,1,
7139,58,450,3,2,
7140,322,392,3,2,
7141,349,28,2,1,
7142,434,20,1,2,
7143,325,173,2,2,
7144,187,445,2,2,
